MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type
142086,,2020-11-20 09:49,USD,True,20.0,2020-11-20 09:49,BACKER,0,20.0,USER
142094,,2020-11-20 10:11,USD,True,5.0,2020-11-20 10:11,BACKER,0,5.0,USER
142100,,2020-11-20 10:22,USD,False,5.0,2021-12-01 15:17,BACKER,backer,65.0,USER
142103,,2020-11-20 10:29,USD,True,5.0,2020-11-20 10:29,BACKER,0,5.0,USER
142105,,2020-11-20 10:39,USD,True,5.0,2020-11-20 10:39,BACKER,0,5.0,USER
142111,,2020-11-20 11:06,USD,True,28.0,2020-11-20 11:06,BACKER,0,28.0,USER
142113,,2020-11-20 11:25,USD,True,20.0,2020-11-20 11:25,BACKER,0,20.0,USER
142114,,2020-11-20 11:37,USD,True,20.0,2020-11-20 11:37,BACKER,0,20.0,USER
142115,,2020-11-20 11:43,USD,True,10.0,2020-11-20 11:43,BACKER,0,10.0,USER
142121,,2020-11-20 12:07,USD,True,20.0,2020-11-20 12:07,BACKER,0,20.0,USER
142122,,2020-11-20 12:08,USD,True,5.0,2020-11-20 12:08,BACKER,0,5.0,USER
142123,,2020-11-20 12:08,USD,True,5.0,2021-07-19 15:21,BACKER,0,10.0,USER
142139,,2020-11-20 12:49,USD,True,5.0,2020-11-20 12:49,BACKER,0,5.0,USER
142147,"IITP, Russian Academy of Science",2020-11-20 12:59,USD,True,5.0,2020-11-20 12:59,BACKER,0,5.0,USER
142148,,2020-11-20 13:05,USD,True,20.0,2024-05-15 09:16,BACKER,0,25.0,USER
142152,,2020-11-20 13:22,USD,True,20.0,2020-11-20 13:22,BACKER,0,20.0,USER
142153,,2020-11-20 13:24,USD,True,5.0,2021-03-11 02:06,BACKER,0,10.0,USER
142154,,2020-11-20 13:24,USD,True,20.0,2020-11-20 13:24,BACKER,0,20.0,USER
142164,,2020-11-20 13:35,USD,True,25.0,2020-11-20 13:35,BACKER,0,25.0,USER
142165,,2020-11-20 13:35,USD,True,100.0,2020-11-20 13:35,BACKER,0,100.0,USER
142183,,2020-11-20 14:03,USD,True,20.0,2020-11-20 14:03,BACKER,0,20.0,USER
142190,,2020-11-20 14:11,USD,True,20.0,2020-11-20 14:11,BACKER,0,20.0,USER
142191,,2020-11-20 14:25,USD,True,20.0,2020-11-20 14:25,BACKER,0,20.0,USER
142211,,2020-11-20 14:46,USD,True,20.0,2020-11-20 14:46,BACKER,0,20.0,USER
142220,,2020-11-20 14:58,USD,True,5.0,2024-02-28 06:52,BACKER,0,10.0,USER
142221,,2020-11-20 15:03,USD,True,20.0,2020-11-20 15:03,BACKER,0,20.0,USER
142223,,2020-11-20 15:08,USD,True,20.0,2020-11-20 15:08,BACKER,0,20.0,USER
142226,,2020-11-20 15:20,USD,True,10.0,2024-08-01 04:05,BACKER,backer,450.0,USER
142227,,2020-11-20 15:21,USD,True,20.0,2020-11-20 15:21,BACKER,0,20.0,USER
142233,,2020-11-20 15:41,USD,True,5.0,2020-11-20 15:41,BACKER,0,5.0,USER
142235,,2020-11-20 15:44,USD,False,5.0,2022-11-02 11:45,BACKER,backer,120.0,USER
142239,,2020-11-20 16:00,USD,True,20.0,2020-11-20 16:00,BACKER,0,20.0,USER
142241,,2020-11-20 16:22,USD,True,5.0,2024-03-08 16:20,BACKER,0,15.0,USER
142280,,2020-11-20 17:33,USD,True,5.0,2024-07-31 10:50,BACKER,backer,225.0,USER
142281,,2020-11-20 17:36,USD,True,20.0,2020-11-20 17:36,BACKER,0,20.0,USER
142282,,2020-11-20 17:42,USD,True,10.0,2020-11-20 17:42,BACKER,0,10.0,USER
142298,,2020-11-20 18:58,USD,True,5.0,2020-11-20 18:58,BACKER,0,5.0,USER
142309,,2020-11-20 19:46,USD,True,5.0,2020-11-20 19:46,BACKER,0,5.0,USER
142313,,2020-11-20 20:00,USD,True,5.0,2020-11-20 20:00,BACKER,0,5.0,USER
142314,,2020-11-20 20:05,USD,True,5.0,2020-11-20 20:05,BACKER,0,5.0,USER
142319,,2020-11-20 20:33,USD,True,10.0,2023-02-17 05:49,BACKER,0,15.0,USER
142324,,2020-11-20 20:41,USD,True,5.0,2020-11-20 20:41,BACKER,0,5.0,USER
142325,,2020-11-20 20:48,USD,True,5.0,2020-11-20 20:48,BACKER,0,5.0,USER
142326,,2020-11-20 20:58,USD,True,10.0,2021-08-05 17:48,BACKER,0,35.0,USER
142327,,2020-11-20 20:59,USD,True,5.0,2020-11-20 20:59,BACKER,0,5.0,USER
142328,,2020-11-20 21:03,USD,True,10.0,2020-11-20 21:03,BACKER,0,10.0,USER
142329,,2020-11-20 21:03,USD,True,5.0,2020-11-20 21:03,BACKER,0,5.0,USER
142332,,2020-11-20 21:19,USD,True,1.0,2021-08-10 18:55,BACKER,0,2.0,USER
142344,,2020-11-20 22:13,USD,True,5.0,2020-11-20 22:13,BACKER,0,5.0,USER
142347,,2020-11-20 22:25,USD,True,20.0,2022-04-12 08:11,BACKER,0,30.0,USER
142348,,2020-11-20 22:30,USD,False,5.0,2022-03-02 07:01,BACKER,backer,80.0,USER
142351,,2020-11-20 22:36,USD,True,5.0,2020-11-20 22:36,BACKER,0,5.0,USER
142352,,2020-11-20 22:40,USD,True,5.0,2020-11-20 22:40,BACKER,0,5.0,USER
142353,,2020-11-20 22:51,USD,True,20.0,2020-11-20 22:51,BACKER,0,20.0,USER
142360,,2020-11-20 23:40,USD,True,5.0,2020-11-20 23:40,BACKER,0,5.0,USER
142366,,2020-11-21 00:15,USD,True,20.0,2020-11-21 00:15,BACKER,0,20.0,USER
142368,,2020-11-21 00:22,USD,True,5.0,2020-11-21 00:22,BACKER,0,5.0,USER
142372,,2020-11-21 00:45,USD,False,5.0,2022-03-01 02:15,BACKER,backer,80.0,USER
142375,,2020-11-21 00:59,USD,True,20.0,2024-06-24 12:01,BACKER,0,30.0,USER
142378,,2020-11-21 01:31,USD,True,20.0,2020-11-21 01:31,BACKER,0,20.0,USER
142391,,2020-11-21 02:53,USD,True,50.0,2020-11-21 02:53,BACKER,0,50.0,USER
142396,,2020-11-21 03:16,USD,True,5.0,2020-11-21 03:16,BACKER,0,5.0,USER
142401,,2020-11-21 03:37,USD,True,5.0,2020-11-21 03:37,BACKER,0,5.0,USER
142403,,2020-11-21 04:35,USD,True,5.0,2020-11-21 04:35,BACKER,0,5.0,USER
142407,,2020-11-21 05:05,USD,True,5.0,2021-03-13 02:06,BACKER,0,10.0,USER
142408,,2020-11-21 05:10,USD,True,5.0,2020-11-21 05:10,BACKER,0,5.0,USER
142410,,2020-11-21 05:33,USD,True,20.0,2024-08-02 10:21,BACKER,0,925.0,USER
142411,,2020-11-21 05:49,USD,True,5.0,2020-11-21 05:49,BACKER,0,5.0,USER
142412,,2020-11-21 05:49,USD,True,5.0,2024-03-09 07:29,BACKER,0,25.0,USER
142422,,2020-11-21 06:43,USD,True,5.0,2020-11-21 06:43,BACKER,0,5.0,USER
142429,,2020-11-21 07:35,USD,True,20.0,2020-11-21 07:35,BACKER,0,20.0,USER
142430,,2020-11-21 07:46,USD,True,5.0,2020-11-21 07:46,BACKER,0,5.0,USER
142432,,2020-11-21 08:12,USD,True,50.0,2020-11-21 08:12,BACKER,0,50.0,USER
142434,,2020-11-21 08:45,USD,True,20.0,2020-11-21 08:45,BACKER,0,20.0,USER
142435,,2020-11-21 09:01,USD,True,20.0,2020-11-21 09:01,BACKER,0,20.0,USER
142438,,2020-11-21 09:10,USD,True,5.0,2023-08-19 06:26,BACKER,0,10.0,USER
142441,,2020-11-21 09:37,USD,True,2.0,2020-11-21 09:37,BACKER,0,2.0,USER
142443,,2020-11-21 09:47,USD,True,6.0,2024-08-01 04:05,BACKER,backer,270.0,USER
142446,,2020-11-21 09:59,USD,True,5.0,2020-11-21 09:59,BACKER,0,5.0,USER
142451,,2020-11-21 10:25,USD,True,10.0,2020-11-21 10:25,BACKER,0,10.0,USER
142453,,2020-11-21 10:27,USD,True,10.0,2020-11-21 10:27,BACKER,0,10.0,USER
142456,,2020-11-21 10:57,USD,True,100.0,2024-03-17 14:49,BACKER,0,120.0,USER
142457,,2020-11-21 10:57,USD,True,20.0,2020-11-21 10:57,BACKER,0,20.0,USER
142461,,2020-11-21 11:31,USD,True,20.0,2020-11-21 11:31,BACKER,0,20.0,USER
142462,,2020-11-21 11:45,USD,True,10.0,2024-01-03 07:19,BACKER,0,20.0,USER
142466,,2020-11-21 12:22,USD,True,5.0,2020-11-21 12:22,BACKER,0,5.0,USER
142469,,2020-11-21 12:40,USD,True,20.0,2020-11-21 12:40,BACKER,0,20.0,USER
142471,,2020-11-21 12:50,USD,True,20.0,2020-11-21 12:50,BACKER,0,20.0,USER
142474,,2020-11-21 13:28,USD,True,20.0,2020-11-21 13:28,BACKER,0,20.0,USER
142481,,2020-11-21 13:53,USD,True,20.0,2020-11-21 13:53,BACKER,0,20.0,USER
142488,,2020-11-21 14:04,USD,True,20.0,2024-06-28 15:24,BACKER,0,90.0,USER
142493,,2020-11-21 14:11,USD,True,5.0,2020-11-21 14:11,BACKER,0,5.0,USER
142494,,2020-11-21 14:13,USD,True,20.0,2020-11-21 14:13,BACKER,0,20.0,USER
142495,,2020-11-21 14:23,USD,True,10.0,2020-11-21 14:23,BACKER,0,10.0,USER
142496,,2020-11-21 14:25,USD,True,5.0,2024-08-09 10:31,BACKER,backer,225.0,USER
142501,,2020-11-21 14:47,USD,True,15.0,2020-11-21 14:47,BACKER,0,15.0,USER
142509,,2020-11-21 15:22,USD,True,10.0,2020-11-21 15:22,BACKER,0,10.0,USER
142512,,2020-11-21 15:33,USD,True,20.0,2020-11-21 15:33,BACKER,0,20.0,USER
142516,,2020-11-21 16:13,USD,True,60.0,2020-11-21 16:13,BACKER,0,60.0,USER
142524,,2020-11-21 17:00,USD,False,5.0,2021-09-01 04:12,BACKER,backer,50.0,USER
142525,,2020-11-21 17:09,USD,False,5.0,2021-10-01 04:10,BACKER,backer,55.0,USER
142527,,2020-11-21 17:36,USD,True,5.0,2020-11-21 17:36,BACKER,0,5.0,USER
142529,,2020-11-21 17:38,USD,True,5.0,2020-11-21 17:38,BACKER,0,5.0,USER
142532,,2020-11-21 17:50,USD,True,5.0,2020-11-21 17:50,BACKER,0,5.0,USER
142546,,2020-11-21 18:50,USD,True,-250.0,2024-05-21 15:58,ADMIN,0,0.0,USER
142558,,2020-11-21 20:00,USD,True,5.0,2024-08-01 03:04,BACKER,backer,225.0,USER
142567,,2020-11-21 20:27,USD,True,5.0,2020-11-21 20:27,BACKER,0,5.0,USER
142573,,2020-11-21 20:44,USD,True,10.0,2024-03-04 16:42,BACKER,0,20.0,USER
142579,,2020-11-21 21:00,USD,True,10.0,2020-11-21 21:00,BACKER,0,10.0,USER
142580,,2020-11-21 21:04,USD,True,5.0,2021-01-13 19:27,BACKER,0,10.0,USER
142582,,2020-11-21 21:07,USD,True,20.0,2020-11-21 21:07,BACKER,0,20.0,USER
142589,,2020-11-21 21:15,USD,True,20.0,2020-11-21 21:15,BACKER,0,20.0,USER
142592,,2020-11-21 21:25,USD,True,15.0,2020-11-21 21:25,BACKER,0,15.0,USER
142598,,2020-11-21 22:15,USD,True,20.0,2020-11-21 22:15,BACKER,0,20.0,USER
142599,,2020-11-21 22:17,USD,True,5.0,2020-11-21 22:17,BACKER,0,5.0,USER
142600,,2020-11-21 22:30,USD,True,5.0,2020-11-21 22:30,BACKER,0,5.0,USER
142604,,2020-11-21 23:04,USD,True,20.0,2020-11-21 23:04,BACKER,0,20.0,USER
142615,,2020-11-21 23:55,USD,True,20.0,2020-11-21 23:55,BACKER,0,20.0,USER
142621,,2020-11-22 01:07,USD,True,5.0,2022-04-10 09:05,BACKER,0,10.0,USER
142628,,2020-11-22 03:09,USD,True,20.0,2020-11-22 03:09,BACKER,0,20.0,USER
142629,,2020-11-22 03:20,USD,True,25.0,2020-11-22 03:20,BACKER,0,25.0,USER
142641,,2020-11-22 05:12,USD,True,10.0,2020-11-22 05:12,BACKER,0,10.0,USER
142642,,2020-11-22 05:24,USD,True,5.0,2020-11-22 05:24,BACKER,0,5.0,USER
142644,,2020-11-22 05:35,USD,False,5.0,2020-11-22 05:35,BACKER,backer,5.0,USER
142651,,2020-11-22 07:12,USD,True,16.0,2020-11-22 07:12,BACKER,0,16.0,USER
142652,,2020-11-22 07:25,USD,True,20.0,2020-11-22 07:25,BACKER,0,20.0,USER
142657,,2020-11-22 07:46,USD,True,2.0,2022-03-01 10:17,BACKER,0,37.0,USER
142661,,2020-11-22 08:16,USD,True,5.0,2024-08-01 00:10,BACKER,backer,225.0,USER
142662,,2020-11-22 08:20,USD,False,5.0,2023-07-01 02:06,BACKER,backer,160.0,USER
142665,,2020-11-22 08:34,USD,True,100.0,2020-11-22 08:34,BACKER,0,100.0,USER
142667,,2020-11-22 08:50,USD,True,5.0,2023-12-31 14:01,BACKER,0,7.0,USER
142673,,2020-11-22 09:13,USD,True,5.0,2020-11-22 09:13,BACKER,0,5.0,USER
142674,,2020-11-22 09:25,USD,True,20.0,2020-11-22 09:25,BACKER,0,20.0,USER
142677,,2020-11-22 09:45,USD,True,5.0,2020-11-22 09:45,BACKER,0,5.0,USER
142683,,2020-11-22 10:40,USD,True,10.0,2020-11-22 10:40,BACKER,0,10.0,USER
142685,,2020-11-22 10:43,USD,True,10.0,2020-11-22 10:43,BACKER,0,10.0,USER
142686,,2020-11-22 10:52,USD,True,20.0,2020-11-22 10:52,BACKER,0,20.0,USER
142696,,2020-11-22 11:40,USD,True,10.0,2024-05-15 08:22,BACKER,0,30.0,USER
142703,,2020-11-22 12:20,USD,True,20.0,2020-11-22 12:20,BACKER,0,20.0,USER
